code,pctl,evaluationperiod_pctl,speed,evaluationperiod_speed,goal,indicatorcode,indicatorname,value,orig_value,diff,more_is_better,target_value
SYC,40-60,2015-2023,0.633234866,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",29468.95128,27032.20839,2436.742888,1,200000
CHL,20-40,2015-2023,0.351105166,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",29506.53518,28097.54052,1408.994666,1,200000
KNA,20-40,2015-2023,0.448417732,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",30108.18814,28322.36892,1785.819215,1,200000
URY,20-40,2015-2023,0.494213857,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",30701.90586,28738.70643,1963.199426,1,200000
BHS,20-40,2015-2023,0.07180432,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",32047.90427,31686.2415,361.6627699,1,200000
BGR,80-100,2015-2023,2.324268853,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",33289.11408,24095.42703,9193.687057,1,200000
MYS,60-80,2015-2023,1.388232614,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",33573.82904,27854.13264,5719.696397,1,200000
TUR,80-100,2015-2023,2.067778658,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",34414.23065,25992.30311,8421.927535,1,200000
KAZ,40-60,2015-2023,0.866409514,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",35452.96985,31847.12683,3605.843026,1,200000
PAN,60-80,2015-2023,1.371823671,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",35779.8161,30016.77577,5763.04033,1,200000
GRC,40-60,2015-2023,1.121256316,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",36267.69186,31491.03566,4776.656192,1,200000
LVA,60-80,2015-2023,1.629805433,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",37812.57703,30763.95241,7048.624615,1,200000
SVK,60-80,2015-2023,1.321336977,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",39259.88379,33485.36493,5774.518861,1,200000
RUS,40-60,2015-2023,0.991661793,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",39753.45703,35393.57031,4359.886719,1,200000
OMN,20-40,2015-2023,0.022156835,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",40039.77862,39945.01054,94.76808175,1,200000
ROU,80-100,2015-2023,2.574948296,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",40517.54532,29364.65447,11152.89085,1,200000
HUN,80-100,2015-2023,2.036080538,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",40553.77674,31665.22778,8888.548966,1,200000
HRV,80-100,2015-2023,2.825925499,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",41343.52426,29110.70825,12232.816,1,200000
PRT,60-80,2015-2023,1.296241744,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",41709.5821,35880.14472,5829.437377,1,200000
EST,60-80,2015-2023,1.316389481,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",41997.77437,36099.75335,5898.021016,1,200000
ABW,60-80,2015-2022,1.345865073,2015-2022,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",42260.45184,36963.07855,5297.373287,1,200000
PRI,20-40,2015-2023,0.109289457,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",42994.78564,42481.87579,512.9098487,1,200000
POL,80-100,2015-2023,2.730802611,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",44050.94987,32037.19642,12013.75345,1,200000
LTU,80-100,2015-2023,2.208145264,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",46210.40107,36189.16889,10021.23218,1,200000
VIR,40-60,2015-2021,1.044238456,2015-2021,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",46238.05965,42584.15314,3653.906515,1,200000
JPN,40-60,2015-2023,0.586546236,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",46268.41723,43624.92745,2643.48978,1,200000
ESP,40-60,2015-2023,0.826526683,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",46356.60808,42567.36626,3789.241819,1,200000
SXM,0-20,2015-2023,-0.693348024,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",46444.80425,49583.90803,-3139.103784,1,200000
CZE,40-60,2015-2023,1.020732278,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",47730.52425,42980.24481,4750.279443,1,200000
SVN,80-100,2015-2023,1.944422072,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",48109.07828,39191.7032,8917.375079,1,200000
ISR,60-80,2015-2023,1.589233519,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",48277.62509,40960.59914,7317.025951,1,200000
NZL,40-60,2015-2023,0.78016862,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",48777.59069,45170.42133,3607.169362,1,200000
SAU,20-40,2015-2023,0.303427413,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",49567.69567,48237.33762,1330.358048,1,200000
GUY,80-100,2015-2023,10.07912128,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",49811.78721,12105.17193,37706.61527,1,200000
KOR,60-80,2015-2023,1.736969314,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",50572.24999,42593.00887,7979.241113,1,200000
CYP,80-100,2015-2023,2.620443577,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",50578.35547,38608.59766,11969.75781,1,200000
KWT,0-20,2015-2023,-0.919859168,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",50824.71535,55043.20761,-4218.492257,1,200000
ITA,40-60,2015-2023,1.194813812,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",52699.94566,47189.29216,5510.6535,1,200000
GBR,20-40,2015-2023,0.503627104,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",54126.13589,51776.24899,2349.886909,1,200000
FRA,40-60,2015-2023,0.724602716,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",55213.7156,51923.38905,3290.32655,1,200000
CAN,20-40,2015-2023,0.221525015,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",55817.89743,54819.18904,998.7083925,1,200000
MLT,80-100,2015-2023,2.515409073,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",57230.14617,45729.08362,11501.06255,1,200000
FIN,40-60,2015-2023,0.865691071,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",57505.5087,53578.22055,3927.288152,1,200000
BHR,40-60,2015-2023,0.975927752,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",57550.29321,53167.47419,4382.81902,1,200000
AUS,40-60,2015-2023,1.010791667,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",59456.38842,55015.29648,4441.09194,1,200000
DEU,40-60,2015-2023,0.601619716,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",61909.02731,59345.45562,2563.571684,1,200000
BEL,40-60,2015-2023,1.095961118,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",63572.49193,58871.06529,4701.426648,1,200000
SWE,40-60,2015-2023,1.080617755,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",64190.61778,59593.85903,4596.758749,1,200000
HKG,40-60,2015-2023,0.383652039,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",64431.08909,62779.79408,1651.295007,1,200000
AND,40-60,2015-2023,0.478959533,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",64526.5561,62476.06576,2050.490342,1,200000
AUT,40-60,2015-2023,0.550472798,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",64643.97218,62309.39427,2334.577914,1,200000
SMR,60-80,2015-2021,1.374927202,2015-2021,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",65717.89155,61380.68853,4337.203018,1,200000
ISL,60-80,2015-2023,1.485341316,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",66451.36295,60258.9459,6192.417051,1,200000
GRL,60-80,2015-2021,1.837348054,2015-2021,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",68086.46012,62503.39715,5583.062972,1,200000
NLD,60-80,2015-2023,1.690518276,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",69335.60861,62544.91314,6790.695472,1,200000
FRO,60-80,2015-2022,2.420072276,2015-2022,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",71530.01298,63175.73066,8354.282311,1,200000
DNK,60-80,2015-2023,2.327902501,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",72034.31379,62855.36676,9178.947037,1,200000
USA,60-80,2015-2023,2.375602164,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",73637.30279,64599.57374,9037.729053,1,200000
ARE,60-80,2015-2023,2.379617497,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",75627.05491,66992.24015,8634.814764,1,200000
BRN,20-40,2015-2023,-1.514298779,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",77919.2203,82060.81673,-4141.59643,1,200000
CYM,60-80,2015-2022,1.987546233,2015-2022,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",79565.44822,74160.49966,5404.948564,1,200000
CHE,60-80,2015-2023,2.032878083,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",82914.28873,77257.68233,5656.606399,1,200000
NOR,40-60,2015-2023,2.736020429,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",90500.84815,85766.6127,4734.23545,1,200000
BMU,60-80,2015-2022,28.7916812,2015-2022,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",99836.80544,90578.94181,9257.863631,1,200000
AFG,20-40,2015-2020,0.564236159,2015-2020,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),18.4,8.26,10.14,1,100
AGO,0-20,2015-2022,0.529656665,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),39.2935,22,17.2935,1,100
ARM,20-40,2015-2022,0.939796143,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),77.0277,59.1008,17.9269,1,100
BRB,0-20,2015-2022,0.259310355,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),76.2053,72,4.2053,1,100
BEN,20-40,2015-2022,0.746971744,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),33.7602,11.255,22.5052,1,100
BFA,20-40,2015-2022,0.543155783,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),19.9237,6.55,13.3737,1,100
BDI,20-40,2015-2022,0.543445516,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),11.275,2,9.275,1,100
CMR,20-40,2015-2022,0.794444273,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),43.8629,18.3,25.5629,1,100
CAN,20-40,2015-2022,0.704931376,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),94,90,4,1,100
CAF,20-40,2015-2021,0.509479264,2015-2021,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),10.58263964,2.9,7.68263964,1,100
TCD,20-40,2015-2022,0.457543078,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),12.1839,3.5,8.6839,1,100
COL,20-40,2015-2022,0.798740945,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),72.7964,55.905,16.8914,1,100
CIV,0-20,2015-2022,-0.000917712,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),38.4133,38.44,-0.0267,1,100
HRV,20-40,2015-2023,0.800382697,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),83.2412,69.845,13.3962,1,100
CZE,20-40,2015-2023,0.729852778,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),85.9941,75.6688,10.3253,1,100
ECU,20-40,2015-2023,0.911449833,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),72.6943,48.9404,23.7539,1,100
EST,20-40,2015-2023,0.647898932,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),93.1834,88.4097,4.7737,1,100
ETH,0-20,2015-2022,0.195828459,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),19.3781,13.8552,5.5229,1,100
FRA,20-40,2015-2023,0.671256536,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),86.8364,78.006,8.8304,1,100
DEU,20-40,2015-2023,0.616539718,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),92.4764,87.5898,4.8866,1,100
GTM,20-40,2015-2022,0.820049023,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),54.4043,28.8059,25.5984,1,100
JPN,0-20,2015-2022,-0.74825121,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),84.9234,91.058,-6.1346,1,100
KEN,20-40,2015-2022,0.757955664,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),40.8137,16.5879,24.2258,1,100
LSO,20-40,2015-2022,0.680657786,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),47.0368,25,22.0368,1,100
LBR,20-40,2015-2022,0.691893251,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),30.1275,10,20.1275,1,100
MDG,20-40,2015-2022,0.711204994,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),20.5777,4.17397,16.40373,1,100
MWI,0-20,2015-2023,0.445998406,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),18,6,12,1,100
MLI,20-40,2015-2022,0.765530693,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),33.0528,10.33,22.7228,1,100
MRT,20-40,2015-2022,0.834402256,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),44.3616,17.6,26.7616,1,100
FSM,0-20,2015-2022,0.275050369,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),40.5434,31.5011,9.0423,1,100
MDA,0-20,2015-2022,-0.268673614,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),63.5349,69,-5.4651,1,100
MOZ,20-40,2015-2022,0.58816199,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),21.207,6.5,14.707,1,100
NLD,0-20,2015-2022,0.140374569,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),92.5197,91.7241,0.7956,1,100
NER,20-40,2015-2022,0.716895495,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),16.937,2.47622,14.46078,1,100
NGA,0-20,2015-2022,0.396875073,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),35.4563,22.5,12.9563,1,100
PAK,20-40,2015-2022,0.733520788,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),32.9486,11,21.9486,1,100
PNG,20-40,2015-2022,0.695701476,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),26.991,7.9,19.091,1,100
RWA,20-40,2015-2022,0.716620611,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),34.4405,12.5,21.9405,1,100
SVK,20-40,2015-2023,0.730583825,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),87.2131,77.6347,9.5784,1,100
SSD,20-40,2015-2022,0.494207024,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),12.1407,3,9.1407,1,100
KNA,0-20,2015-2022,0.583900792,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),76.4575,66.2,10.2575,1,100
LCA,20-40,2015-2022,0.828354702,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),74.1859,57.3,16.8859,1,100
SYR,0-20,2015-2020,0.245532643,2015-2020,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),35.78,29.9798,5.8002,1,100
TJK,0-20,2015-2022,0.531018224,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),36.0872,18.98,17.1072,1,100
TZA,20-40,2015-2022,0.745120424,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),31.8913,10,21.8913,1,100
TLS,20-40,2015-2022,0.686606315,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),40.7521,18.6,22.1521,1,100
TON,20-40,2015-2021,0.749286417,2015-2021,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),57.5486,38.6513,18.8973,1,100
TTO,20-40,2015-2022,0.88731374,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),79.9843,65.1,14.8843,1,100
UGA,0-20,2015-2021,0.249115729,2015-2021,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),10,5.8,4.2,1,100
GBR,20-40,2015-2020,0.917769913,2015-2020,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),94.8182,92.0003,2.8179,1,100
YEM,0-20,2015-2022,-0.20919835,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),17.6948,24.0854,-6.3906,1,100
ZMB,20-40,2015-2022,0.780540934,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),31.2342,8.8,22.4342,1,100
ZWE,0-20,2015-2022,0.301566485,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),32.5615,22.7428,9.8187,1,100
SDN,20-40,2016-2022,0.56079064,2016-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),28.7045,14.1,14.6045,1,100
AND,40-60,2015-2022,1.092158913,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),94.4855,87.9,6.5855,1,100
AZE,40-60,2015-2022,0.969940557,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),88,77,11,1,100
BGD,40-60,2015-2023,0.885110313,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),44.5027,12.9,31.6027,1,100
BGR,40-60,2015-2023,1.120501125,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),80.3896,56.6563,23.7333,1,100
CHN,40-60,2015-2023,1.137508339,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),77.4827,50.3,27.1827,1,100
COM,40-60,2015-2021,0.850407124,2015-2021,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),27.33694319,7.45916,19.87778319,1,100
COD,40-60,2015-2022,0.946947376,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),27.24,3.8,23.44,1,100
COG,40-60,2015-2022,0.990666362,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),36.2469,7.61597,28.63093,1,100
SWZ,40-60,2015-2022,1.065636502,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),58.2502,25.643,32.6072,1,100
FIN,40-60,2015-2023,0.906884717,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),93.5139,86.4221,7.0918,1,100
GRC,40-60,2015-2023,1.081585365,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),85.0102,66.835,18.1752,1,100
GIN,40-60,2015-2022,0.842930734,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),33.923,9.2,24.723,1,100
GNB,40-60,2015-2022,0.931539674,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),31.567,6.1,25.467,1,100
HTI,40-60,2015-2021,0.919073111,2015-2021,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),38.94501834,14.2,24.74501834,1,100
HND,40-60,2015-2022,1.079072301,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),59.7135,27.1395,32.574,1,100
MEX,40-60,2015-2023,1.148725728,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),81.1832,57.431,23.7522,1,100
NPL,40-60,2015-2022,1.006560865,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),49.5609,17.5816,31.9793,1,100
MKD,40-60,2015-2022,0.975598314,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),84.2304,70.3802,13.8502,1,100
PAN,40-60,2015-2022,1.018464263,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),73.6085,51.2054,22.4031,1,100
POL,40-60,2015-2023,1.155123786,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),86.4147,67.997,18.4177,1,100
PRT,40-60,2015-2023,1.069669793,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),85.7901,68.6329,17.1572,1,100
STP,40-60,2015-2022,1.01016536,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),56.9899,25.82,31.1699,1,100
SLE,40-60,2015-2022,0.880989322,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),30.3518,6.34442,24.00738,1,100
ZAF,40-60,2015-2022,1.060596719,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),74.703,51.9191,22.7839,1,100
SWE,40-60,2015-2021,0.926163318,2015-2021,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),94.6703,90.6102,4.0601,1,100
TGO,40-60,2015-2022,1.05846214,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),37.6212,7.12,30.5012,1,100
ALB,60-80,2015-2023,1.311382241,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),83.1356,56.9,26.2356,1,100
DZA,60-80,2015-2022,1.300678896,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),71.2432,38.2,33.0432,1,100
ARG,60-80,2015-2023,1.445571289,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),89.229,68.0431,21.1859,1,100
AUS,60-80,2015-2022,1.648925423,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),94.8762,84.5605,10.3157,1,100
AUT,60-80,2015-2022,1.303584143,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),93.6141,83.9401,9.674,1,100
BEL,60-80,2015-2023,1.263987436,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),94.6263,85.0529,9.5734,1,100
BLZ,60-80,2015-2022,1.14652407,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),70.354,41.59,28.764,1,100
BRA,60-80,2015-2023,1.342084145,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),84.1506,58.328,25.8226,1,100
CPV,60-80,2015-2022,1.210948444,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),72.1021,42.683,29.4191,1,100
CRI,60-80,2015-2023,1.373196998,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),85.127,59.763,25.364,1,100
DMA,60-80,2015-2022,1.172433413,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),83.3767,65,18.3767,1,100
EGY,60-80,2015-2022,1.367160119,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),72.1981,37.8194,34.3787,1,100
SLV,60-80,2015-2022,1.226758145,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),62.8885,26.8026,36.0859,1,100
ERI,60-80,2015-2022,1.162668634,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),26.5942,1.08373,25.51047,1,100
GAB,60-80,2015-2022,1.206672501,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),73.6951,45.7845,27.9106,1,100
GMB,60-80,2015-2022,1.170009479,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),54.1899,17.6,36.5899,1,100
GRD,60-80,2015-2022,1.397826728,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),79.8955,52.5,27.3955,1,100
HKG,60-80,2015-2021,1.28467827,2015-2021,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),93.0872,84.9484,8.1388,1,100
IND,60-80,2015-2020,1.260726989,2015-2020,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),43.4054,14.9,28.5054,1,100
ISR,60-80,2015-2022,1.49129934,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),91.8508,77.3521,14.4987,1,100
KIR,60-80,2015-2022,1.274875457,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),54.4214,14.9,39.5214,1,100
LVA,60-80,2015-2023,1.241238849,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),92.1879,79.2006,12.9873,1,100
LBN,60-80,2015-2022,1.429643866,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),90.0522,74,16.0522,1,100
LTU,60-80,2015-2023,1.206145316,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),88.5029,71.3781,17.1248,1,100
MAC,60-80,2015-2022,1.158790272,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),89.7864,77.6001,12.1863,1,100
MLT,60-80,2015-2023,1.396831074,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),91.9155,75.96,15.9555,1,100
MUS,60-80,2015-2022,1.173581671,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),75.5,50.1393,25.3607,1,100
MMR,60-80,2015-2021,1.25802246,2015-2021,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),44.02167324,10.9,33.12167324,1,100
NAM,60-80,2015-2022,1.231141258,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),62.215,25.6879,36.5271,1,100
NIC,60-80,2015-2022,1.371305867,2015-2022,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),61.0524,19.7043,41.3481,1,100
PRY,60-80,2015-2023,1.192214773,2015-2023,9,IT.NET.USER.ZS,Individuals using the Internet (% of population),78.0948,49.7163,28.3785,1,100
